,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
279,Lushoto,32,TZ,1553329882,69,-4.8,38.29,82.21,2.48
280,Sudbury,20,CA,1553329486,71,46.49,-80.99,12.0,9.17
281,Xining,12,CN,1553329846,35,36.62,101.77,44.05,6.85
282,Solwezi,8,ZM,1553329883,72,-12.18,26.4,76.54,13.44
283,Khatanga,68,RU,1553329883,74,71.98,102.47,-6.9,8.08
284,Chapais,1,CA,1553328000,65,49.78,-74.86,6.8,13.87
285,Padang,20,ID,1553324400,70,-0.92,100.36,87.8,4.7
286,Knysna,75,ZA,1553328420,88,-34.04,23.05,66.2,3.36
287,Tura,0,IN,1553329884,48,25.52,90.21,83.83,7.4
288,Emilio Carranza,56,MX,1553329885,95,19.97,-96.61,61.33,3.83
289,San Isidro,0,PH,1553329889,39,16.74,121.63,88.15,8.19
290,Sylacauga,90,US,1553329877,93,33.17,-86.25,48.2,4.5
291,Imbituba,75,BR,1553328000,100,-28.24,-48.67,66.2,4.7
292,Toamasina,40,MG,1553328000,62,-18.17,49.38,89.6,8.05
293,Tual,8,ID,1553329341,95,-5.67,132.75,85.63,11.1
294,Gold Coast,0,AU,1553329556,78,-28.0,153.41,82.99,12.75
295,Nome,90,US,1553329873,93,30.04,-94.42,64.0,3.36
296,Port Moresby,90,PG,1553324400,94,-9.47,147.16,75.2,6.93
297,Koszalin,0,PL,1553329845,86,54.19,16.18,51.01,9.19
298,Caucaia,40,BR,1553329162,88,-3.73,-38.66,79.0,3.36
299,Itoman,75,JP,1553329389,63,26.12,127.67,68.0,20.8
300,Teacapan,0,MX,1553329892,61,22.54,-105.74,61.06,2.59
301,Sao Filipe,32,CV,1553329893,98,14.9,-24.5,69.7,13.67
302,Anadyr,40,RU,1553328000,83,64.73,177.51,-9.41,15.66
303,Richards Bay,68,ZA,1553329894,97,-28.77,32.06,73.66,4.72
304,Shar,32,NG,1553329894,77,7.3,8.73,85.0,11.43
305,Dingle,20,PH,1553329894,48,11.0,122.67,87.61,10.98
306,Azangaro,0,PE,1553329895,87,-14.91,-70.2,30.1,3.04
307,Taree,24,AU,1553329805,83,-31.91,152.46,77.0,6.93
308,Bilma,80,NE,1553329895,17,18.69,12.92,84.01,11.54
309,Bandiagara,92,ML,1553329896,25,14.35,-3.61,86.26,7.18
310,Kibala,0,TD,1553328000,36,9.11,18.35,95.0,11.41
311,Aviles,0,ES,1553329870,76,43.55,-5.92,57.99,2.24
312,Mount Gambier,75,AU,1553328000,77,-37.83,140.78,64.4,11.41
313,Bako,20,NG,1553329898,64,9.68,6.4,86.71,6.96
314,Batagay,12,RU,1553329898,63,67.65,134.64,-0.33,2.71
315,Axim,56,GH,1553329898,94,4.87,-2.24,84.19,7.18
316,Nuuk,44,GL,1553327400,77,64.17,-51.74,-0.41,4.7
317,Bathsheba,75,BB,1553328000,78,13.22,-59.52,77.0,19.46
318,Port Hedland,75,AU,1553328540,94,-20.31,118.58,80.6,28.86
319,Morehead,1,US,1553329877,64,38.18,-83.43,35.6,4.7
320,Tala,5,MX,1553329755,58,20.65,-103.7,59.0,1.92
321,Annau,40,TM,1553328000,54,37.89,58.52,55.4,9.17
322,Nyuksenitsa,48,RU,1553329901,100,60.41,44.24,34.06,3.27
323,Carutapera,24,BR,1553329901,99,-1.2,-46.02,74.65,1.92
324,Sorong,88,ID,1553329901,100,-0.86,131.25,82.21,12.66
325,Leeton,40,AU,1553328000,30,-34.55,146.4,89.6,4.7
326,Fort Nelson,75,CA,1553328000,69,58.81,-122.69,35.6,3.36
327,Rafaela,0,AR,1553329862,64,-31.25,-61.49,61.0,1.99
328,Palana,8,RU,1553329903,62,59.08,159.95,23.35,10.76
329,Victoria,75,BN,1553328000,70,5.28,115.24,89.6,5.82
330,Cascais,0,PT,1553329237,95,38.7,-9.42,57.99,8.05
331,Rodrigues Alves,75,BR,1553324100,100,-7.74,-72.65,75.2,2.59
332,La Ronge,5,CA,1553328000,74,55.1,-105.3,35.6,5.82
333,Ola,48,RU,1553329905,86,59.58,151.3,24.16,29.1
334,Botngard,75,NO,1553329865,93,63.77,9.81,41.0,29.97
335,Guanica,12,PR,1553329902,83,17.97,-66.91,77.0,8.01
336,Marsa Matruh,75,EG,1553324400,72,31.35,27.25,64.4,5.82
337,Lockhart,40,AU,1553328000,30,-35.22,146.72,86.0,4.7
338,Calella,0,ES,1553329878,53,41.62,2.67,63.0,1.12
339,Khasan,20,RU,1553329907,79,42.43,130.64,33.61,15.79
340,Sitka,92,US,1553329908,96,37.17,-99.65,49.9,17.47
341,Nalut,0,LY,1553329908,67,31.86,10.98,57.19,4.72
342,Barwani,0,IN,1553329908,34,22.03,74.9,93.55,4.38
343,Ahipara,56,NZ,1553329311,98,-35.17,173.16,65.38,2.37
344,Chifeng,0,CN,1553329909,69,42.27,118.96,33.79,9.75
345,Malino,75,RU,1553328348,80,55.11,38.18,41.0,11.18
346,Yatou,40,CM,1553328000,78,3.63,9.81,80.6,2.24
347,Kautokeino,32,NO,1553329910,81,69.01,23.04,33.43,10.2
348,Voh,56,NC,1553329910,92,-20.95,164.69,81.49,10.65
349,Beringovskiy,92,RU,1553329911,85,63.05,179.32,8.77,24.63
350,Takaka,12,NZ,1553329450,90,-40.86,172.81,63.0,4.16
351,Udachnyy,68,RU,1553329911,48,66.42,112.4,1.21,7.96
352,Aleysk,0,RU,1553329912,99,52.5,82.77,36.76,4.16
353,Khorixas,24,NA,1553329912,24,-20.37,14.96,87.79,11.54
354,Kirksville,1,US,1553328900,64,40.19,-92.58,39.2,4.7
355,Nicoya,8,CR,1553329015,86,10.15,-85.45,68.0,32.99
356,Balkhash,0,KZ,1553328000,83,46.84,74.98,46.4,8.95
357,Loksa,90,EE,1553329624,60,59.58,25.72,39.2,17.22
358,Tungor,20,RU,1553329379,83,53.39,142.95,5.26,15.01
359,San Ramon de la Nueva Oran,88,AR,1553329914,90,-23.13,-64.33,59.08,2.71
360,Dalvik,88,SE,1553329805,93,57.79,14.13,48.0,16.11
361,Waingapu,68,ID,1553329914,82,-9.65,120.26,81.4,12.77
362,Snezhnogorsk,75,RU,1553328000,80,69.19,33.23,30.2,8.95
363,Terney,20,RU,1553329915,91,45.05,136.61,29.11,5.5
364,Luba,0,PH,1553329916,39,17.32,120.7,84.91,5.17
365,Coahuayana,0,MX,1553329916,68,18.62,-100.35,54.13,2.15
366,Atamanovka,48,RU,1553328000,32,51.92,113.65,39.2,17.9
367,Biak,12,ID,1553329378,75,-0.91,122.88,86.08,4.94
368,Otjimbingwe,68,NA,1553329917,48,-22.35,16.13,80.05,3.71
369,Karpathos,20,GR,1553327400,59,35.51,27.21,62.6,21.92
370,Banepa,20,NP,1553329200,29,27.63,85.52,77.0,8.05
371,Anshun,56,CN,1553329918,70,26.25,105.93,49.99,8.75
372,Tianguismanalco,24,MX,1553329918,95,18.98,-98.45,45.85,2.04
373,Tessalit,80,ML,1553329918,14,20.2,1.01,73.21,11.43
374,Atlantis,0,ZA,1553329837,60,-33.57,18.5,82.0,6.93
375,Bata,20,GQ,1553328000,88,1.87,9.77,82.4,6.96
376,Bischofshofen,0,AT,1553329911,57,47.42,13.22,51.01,6.93
377,Inuvik,75,CA,1553328000,61,68.36,-133.71,15.8,17.22
378,Provideniya,92,RU,1553329921,100,64.42,-173.23,14.89,9.53
379,Kulgam,92,IN,1553329921,50,33.65,75.01,47.2,2.93
380,Tanout,36,NE,1553329922,11,14.97,8.88,92.56,11.77
381,Sorland,75,NO,1553327400,75,67.67,12.69,41.0,28.86
382,Mitsamiouli,20,KM,1553328000,62,-11.38,43.28,89.6,9.17
383,Murwillumbah,0,AU,1553329896,83,-28.33,153.4,82.99,11.41
384,Saeby,36,DK,1553329923,90,57.33,10.52,43.78,19.71
385,Harrison,1,US,1553329863,86,39.26,-84.82,32.0,3.83
386,Port Augusta,92,AU,1553329683,83,-32.49,137.76,72.0,3.36
387,Boyuibe,68,BO,1553329924,95,-20.43,-63.28,63.67,2.26
388,Ambam,0,NG,1553324400,88,9.52,8.32,68.0,11.41
389,Kahului,20,US,1553329818,68,20.89,-156.47,71.6,8.05
390,Yaqui,0,MX,1553329925,82,27.37,-110.17,53.59,5.73
391,Patacamaya,32,BO,1553329925,90,-17.23,-67.92,36.58,3.15
392,Lerwick,20,GB,1553327400,75,60.15,-1.15,41.0,36.91
393,Dunkirk,44,FR,1553329894,87,51.03,2.38,50.0,6.93
394,Paracuru,40,BR,1553329162,88,-3.41,-39.03,79.0,3.36
395,Phangnga,20,TH,1553328000,49,8.45,98.53,95.0,12.75
396,Poshekhonye,36,RU,1553329927,100,58.5,39.12,34.24,4.5
397,Glomfjord,40,NO,1553329862,60,66.82,13.94,41.0,20.8
398,Yerbogachen,64,RU,1553329927,50,61.28,108.01,17.95,12.55
399,Baykit,64,RU,1553329928,72,61.68,96.39,27.4,8.52
400,Phan Thiet,68,VN,1553329928,92,10.93,108.1,82.21,14.45
401,Natchitoches,1,US,1553329724,93,31.76,-93.09,46.99,4.72
402,Bourail,56,NC,1553329929,78,-21.57,165.5,78.25,5.73
403,Roald,75,NO,1553329880,91,62.58,6.12,41.0,40.26
404,Vanimo,0,PG,1553329930,99,-2.67,141.3,82.84,16.91
405,Chase,1,US,1553329918,92,43.89,-85.64,24.8,3.15
406,Trnava,0,SK,1553329724,66,48.38,17.59,55.0,2.24
407,Svetlyy Yar,75,RU,1553328000,74,48.48,44.79,37.4,17.9
408,Akdepe,0,TM,1553328000,51,42.05,59.39,60.8,6.93
409,Zeya,36,RU,1553329932,40,53.74,127.27,17.68,2.59
410,Ayagoz,0,KZ,1553329355,95,47.96,80.43,40.99,4.27
411,Kostelec nad Orlici,24,CZ,1553329887,76,50.12,16.21,64.0,2.24
412,Ust-Koksa,0,RU,1553329933,50,50.27,85.62,41.08,2.48
413,Gusau,0,NG,1553329934,29,12.17,6.66,90.13,4.5
414,Morant Bay,20,JM,1553328000,65,17.88,-76.41,77.0,4.7
415,Sehithwa,0,BW,1553329935,39,-20.47,22.7,86.53,20.6
416,Sao Joao da Barra,92,BR,1553329229,99,-21.64,-41.05,79.78,10.09
417,Hovd,75,NO,1553329865,88,63.83,10.7,41.0,17.22
418,Vila Franca do Campo,75,PT,1553329854,87,37.72,-25.43,60.8,12.75
419,Yulara,92,AU,1553328000,10,-25.24,130.99,104.0,8.05
420,Tucurui,92,BR,1553329852,96,-3.77,-49.67,74.47,2.71
421,Tuktoyaktuk,0,CA,1553329936,100,69.44,-133.03,1.48,24.07
422,Marion,90,US,1553329933,81,38.35,-97.02,48.99,3.36
423,Atikokan,0,CA,1553329937,75,48.76,-91.62,18.67,4.94
424,Kondinskoye,92,RU,1553329938,92,59.65,67.41,34.69,5.61
425,Ust-Kut,80,RU,1553329938,59,56.78,105.75,28.84,8.52
426,Mehamn,0,NO,1553329938,85,71.03,27.85,35.59,9.42
427,Beloha,24,MG,1553329938,54,-25.17,45.06,87.79,14.45
428,Srednekolymsk,68,RU,1553329939,78,67.46,153.71,6.61,2.71
429,West Odessa,1,US,1553329847,100,31.84,-102.48,59.0,10.29
430,San Patricio,0,PY,1553329939,79,-26.98,-56.83,57.28,3.71
431,Price,90,US,1553329744,100,39.6,-110.81,37.0,4.7
432,Rocha,8,UY,1553329916,88,-34.48,-54.34,53.41,3.71
433,Hobyo,48,SO,1553329352,72,5.35,48.53,84.37,13.0
434,Cayenne,20,GF,1553328000,78,4.94,-52.33,78.8,9.17
435,Ranchuelo,20,CU,1553327880,87,22.38,-80.15,62.6,2.24
436,Owosso,1,US,1553329913,73,43.0,-84.18,26.6,4.7
437,Yerofey Pavlovich,80,RU,1553329941,40,53.97,121.97,25.96,2.93
438,Fortuna,75,ES,1553329929,58,38.18,-1.13,61.0,3.83
439,Denizli,0,TR,1553327400,50,37.77,29.09,52.0,8.05
440,Pasighat,92,IN,1553329942,98,28.06,95.33,56.56,1.92
441,San Ramon,0,NI,1553329938,88,12.92,-85.84,62.01,1.01
442,Maniitsoq,32,GL,1553329943,100,65.42,-52.9,-10.5,9.42
443,Portland,75,US,1553329482,100,45.52,-122.67,48.2,2.59
444,San Pedro,0,AR,1553329560,91,-33.68,-59.66,55.0,2.82
445,Constitucion,0,MX,1553329945,69,23.99,-104.67,39.91,4.94
446,Taoudenni,36,ML,1553329946,18,22.68,-3.98,72.76,15.23
447,Giehun,76,SL,1553329946,88,8.17,-11.09,74.92,3.04
448,Porto Walter,80,BR,1553329946,95,-8.27,-72.74,74.29,2.15
449,Manzhouli,44,CN,1553329947,28,49.6,117.43,38.38,18.7
450,Opuwo,80,NA,1553329947,46,-18.06,13.84,78.25,7.07
451,Lesnyye Polyany,75,RU,1553328617,80,55.97,37.87,37.99,15.66
452,Apud,88,PH,1553329948,100,13.14,123.29,77.44,2.71
453,Kisangani,0,CD,1553324400,74,0.52,25.21,80.6,6.93
454,Cap Malheureux,75,MU,1553329740,70,-19.98,57.61,87.8,11.41
455,Deori Khas,0,IN,1553329949,35,23.39,79.03,88.69,7.85
456,Bongandanga,12,CD,1553329949,69,1.51,21.07,88.33,3.49
457,Oranjestad,20,AW,1553328000,78,12.52,-70.03,78.8,14.99
458,Sulangan,68,PH,1553329950,100,11.14,123.72,80.86,13.0
459,Sumbe,80,AO,1553329950,100,-11.2,13.84,80.32,1.81
460,Broken Hill,92,AU,1553328000,24,-31.97,141.45,89.6,18.34
461,Dunedin,92,NZ,1553329588,87,-45.87,170.5,60.01,8.01
462,Champerico,8,MX,1553329951,92,16.38,-93.6,63.49,2.26
463,Kalat,88,PK,1553329952,36,29.03,66.58,64.66,9.42
464,Salinopolis,76,BR,1553329952,100,-0.61,-47.36,76.63,3.15
465,Irinjalakuda,40,IN,1553326200,52,10.34,76.21,93.2,5.82
466,Oranjemund,8,ZA,1553329953,90,-28.55,16.43,62.05,0.36
467,Tsalka,80,GE,1553329953,56,41.6,44.09,35.5,3.15
468,Santa Luzia,75,BR,1553328000,77,-19.77,-43.85,64.4,6.93
469,Ginir,0,ET,1553329955,28,7.14,40.71,83.83,7.4
470,Sungaipenuh,36,ID,1553329818,80,-2.08,101.38,75.46,2.15
471,Georgiyevskoye,32,RU,1553329956,75,44.16,39.25,43.69,2.71
472,Taloqan,92,AF,1553329956,100,36.74,69.54,43.69,2.82
473,Coolidge,1,US,1553329919,57,32.98,-111.52,59.0,3.36
474,Kitimat,90,CA,1553329895,93,54.02,-128.69,44.01,14.99
475,Evensk,0,RU,1553329957,98,61.92,159.24,18.22,16.46
476,Tadine,92,NC,1553329958,100,-21.55,167.88,78.16,14.0
477,Bud,75,NO,1553329880,92,62.91,6.91,41.0,40.26
478,Yeniseysk,12,RU,1553329958,76,58.45,92.17,33.7,3.6
479,Krasnogvardeyets,36,RU,1553329959,77,46.16,39.17,43.6,13.78
480,Kwinana,0,AU,1553329944,30,-32.25,115.77,82.4,5.82
481,Jimani,76,DO,1553329959,100,18.49,-71.85,66.1,2.15
482,Margate,75,AU,1553329941,68,-43.03,147.26,68.0,6.93
483,Naze,40,NG,1553328000,94,5.43,7.07,78.8,8.05
484,Kutum,12,SD,1553329404,13,14.2,24.66,93.55,10.54
485,Capleni,0,RO,1553329670,50,47.72,22.5,54.0,6.93
486,Puerto Lempira,0,HN,1553329961,72,15.27,-83.77,67.54,4.94
487,Gizo,40,IL,1553329898,68,31.8,34.94,70.0,3.36
488,Tallahassee,1,US,1553329859,93,30.44,-84.28,50.0,8.05
489,Chupa,0,PE,1553329962,87,-15.11,-69.99,30.1,3.04
490,Porto Murtinho,0,BR,1553329962,87,-21.7,-57.88,65.65,2.82
491,Nizhniy Kuranakh,68,RU,1553329962,64,58.84,125.49,21.64,7.07
492,Whitehorse,40,CA,1553329844,74,60.72,-135.06,35.6,2.24
493,Waipawa,0,NZ,1553329696,82,-39.94,176.59,59.0,7.74
494,Gorele,75,TR,1553327400,76,41.03,39.0,48.2,6.93
495,Nevers,0,FR,1553328000,70,46.99,3.16,48.2,2.24
496,Ermoupolis,0,GR,1553329842,58,37.44,24.94,61.0,23.04
497,Hermosillo,5,MX,1553329756,51,29.09,-110.96,62.01,1.92
498,Cedral,68,MX,1553329964,96,23.82,-100.72,43.69,3.49
499,Mocuba,88,MZ,1553329965,99,-16.84,36.99,77.98,4.05
500,Derzhavinsk,64,KZ,1553329965,100,51.1,66.31,42.07,4.38
501,Kirakira,88,SB,1553329966,98,-10.46,161.92,85.09,12.44
502,Sinnamary,100,GF,1553329966,94,5.38,-52.96,79.96,13.22
503,Lazaro Cardenas,0,MX,1553329900,20,28.39,-105.62,57.0,8.3
504,Svetlaya,20,RU,1553329967,97,46.54,138.33,27.58,6.73
505,Ambilobe,20,MG,1553329967,95,-13.19,49.05,83.74,4.61
506,Toora-Khem,0,RU,1553329967,37,52.47,96.11,40.72,6.17
507,Coquimbo,90,CL,1553328000,93,-29.95,-71.34,55.4,3.36
508,Bom Jesus,40,BR,1553328000,100,-5.99,-35.58,78.8,4.7
509,Aykhal,56,RU,1553329968,61,65.95,111.51,-0.51,12.55
510,Chizhou,80,CN,1553329969,62,30.67,117.49,55.21,4.72
511,Vorontsovka,92,RU,1553329969,94,50.61,40.34,33.88,18.7
512,Adrar,0,DZ,1553328000,44,27.87,-0.29,59.0,13.87
513,Tiarei,40,PF,1553328786,74,-17.53,-149.33,82.4,2.24
514,Kysyl-Syr,76,RU,1553329970,71,63.9,122.77,14.08,9.75
515,Nelson Bay,56,AU,1553329930,69,-32.72,152.14,77.0,10.29
516,Chara,20,GR,1553329410,62,39.42,22.43,57.2,3.6
517,Grenfell,8,AU,1553329971,77,-33.9,148.16,70.06,0.92
518,Sokoto,0,NG,1553329971,22,13.06,5.24,89.5,5.95
519,Shetpe,44,KZ,1553329972,71,44.14,52.16,52.33,5.39
520,Talaya,0,RU,1553329824,59,55.79,84.89,42.01,6.71
521,Scortaru Nou,32,RO,1553329972,43,45.32,27.6,51.16,19.37
522,Basco,1,US,1553329904,64,40.33,-91.2,41.0,5.82
523,Porosozero,88,RU,1553329973,70,62.72,32.71,33.97,13.0
524,Kununurra,68,AU,1553328000,37,-15.77,128.74,100.4,11.41
525,Nova Odesa,0,UA,1553328000,28,47.3,31.79,44.6,20.13
526,Katobu,36,ID,1553329974,81,-4.94,122.53,87.43,2.59
527,Havre,1,US,1553329909,92,48.55,-109.68,32.0,2.82
528,Hot Springs,1,US,1553329958,75,34.5,-93.06,50.0,3.38
529,Dakar,20,SN,1553328000,82,14.69,-17.45,68.0,9.17
530,Yelnya,32,RU,1553329975,75,54.58,33.19,39.01,13.78
531,Tortoli,20,IT,1553327700,53,39.93,9.66,59.0,9.17
532,Erzin,40,TR,1553329687,55,36.95,36.2,70.0,3.36
533,Bandarbeyla,56,SO,1553329976,100,9.49,50.81,78.79,6.96
534,Saint-Joseph,0,FR,1553329908,41,43.56,6.97,66.0,4.7
535,Bereznik,8,RU,1553329977,78,62.86,42.71,36.31,6.96
536,Clyde River,75,CA,1553328000,74,70.47,-68.59,-22.01,12.75
537,Eydhafushi,0,MV,1553329977,98,5.1,73.07,86.71,8.41
538,Kosmonosy,0,CZ,1553329924,66,50.44,14.93,59.0,9.17
539,Manavgat,0,TR,1553329898,28,36.79,31.44,73.0,12.75
540,San Andres,76,PH,1553329979,100,13.32,122.68,79.24,8.63
541,Mufumbwe,8,ZM,1553329979,62,-13.68,24.8,81.22,17.36
542,Otukpo,20,NG,1553329979,79,7.19,8.13,85.81,10.65
543,Mattawa,1,CA,1553329816,84,46.32,-78.7,10.0,14.99
544,Kirsanov,36,RU,1553329980,96,52.65,42.73,33.16,12.55
545,Jingdezhen,80,CN,1553329980,65,29.29,117.2,58.63,5.39
546,Machalpur,0,IN,1553329981,29,24.13,76.3,90.22,7.18
547,Aksarka,80,RU,1553329981,99,66.56,67.8,24.07,7.18
548,Manacapuru,40,BR,1553328000,88,-3.3,-60.62,78.8,4.7
549,Laerdalsoyri,75,NO,1553329659,74,61.1,7.48,33.8,41.38
550,Elblag,75,PL,1553329902,76,54.15,19.41,53.01,14.99
551,Altotting,0,DE,1553329966,57,48.23,12.68,54.0,6.93
552,Piltene,90,LV,1553327400,86,57.23,21.67,41.0,14.99
553,Palauig,12,PH,1553329983,61,15.44,119.9,86.26,6.4
554,Sterling,1,US,1553329979,55,39.0,-77.4,37.99,21.92
555,Rosetta,40,EG,1553328000,77,31.4,30.42,64.4,11.41
556,Rawson,40,AR,1553326620,63,-43.3,-65.11,62.6,5.82
557,Dumai,20,ID,1553329985,57,1.68,101.45,92.56,4.61
558,Gwadar,0,PK,1553329985,74,25.12,62.33,80.41,5.39
559,Sterlibashevo,92,RU,1553329986,98,53.44,55.26,34.24,4.38
